brand,discount,mall,new_price,number_reviews,price,product,shop,tag
Dell,-25%,Non-Mall,"₫15,490,000",No Ratings,"₫20,780,000","[Freeship] Laptop Dell Vostro 3500 (V5I3001W)/ Black/ Intel Core i3-1115G4 (up to 4.10 Ghz, 6MB)/ RAM 8GB DDR4/ 256GB SSD/ Intel UHD Graphics/ 15.6 inch FHD/ 3 Cell 42 Whr/ Win 10/ 1 Yr Pro Support -AI Tech Store- AI138 Hàng Chính Hãng",AI Tech Store,Traditional Laptops
No Brand,-50%,Non-Mall,"₫132,846",No Ratings,"₫265,691",✷✿  Lót bàn phím silicon New Macbook Pro 13  năm 2020 ( model A2251  A2289  A2338 ),QDcJnBBO,Traditional Laptops
Microsoft,,Non-Mall,"₫14,099,000",No Ratings,,Máy tính Microsoft Surface Pro 6,H2_mobile,Traditional Laptops
Microsoft,,Non-Mall,"₫11,599,000",No Ratings,,Máy tính surface book 1,H2_mobile,Traditional Laptops
ASUS,-23%,Non-Mall,"₫23,690,000",No Ratings,"₫30,790,000","[Freeship] Máy tính xách tay Asus Vivobook A515EP-BQ630T/ Silver/ Intel Core i7-1165G7 (up to 5.0Ghz, 12MB)/ RAM 8GB/ 512GB SSD/ Nvidia Geforce MX330 2GB/ Win 10/ 2Yrs  -AI Tech Store- AI132 Hàng Chính Hãng",AI Tech Store,Traditional Laptops
Dell,-24%,Non-Mall,"₫20,090,000",No Ratings,"₫26,507,000","[Freeship] Laptop Dell Inspiron 15 3511B 15.6inch FHD (P112F001BBL)/ Core i5-1135G7/ RAM 4GB DDR4/ 512GB SSD/  Win 10/ 1Yr/ Black -AI Tech Store- AI98 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế Đồ Họa, Gaming",AI Tech Store,Traditional Laptops
Fujitsu,,Non-Mall,"₫6,140,000",No Ratings,,[Tặng kèm đế đựng máy] Laptop 2 trong 1 Fujitsu Stylistic Q775 hàng nội địa Nhật Bản đã bao gồm sạc và bút gốc,Nhat Minh IT,Traditional Laptops
Laptop asus,,Non-Mall,"₫28,000,000",No Ratings,,Asus TUF Dash F15 FX516PC-HN002T,Shop Computer Thành Nhân,Gaming Laptops
Dell,-26%,Non-Mall,"₫17,690,000",No Ratings,"₫24,030,000","[Freeship] Laptop Dell Vostro 3405 (V4R53500U003W)/ Black/ AMD Ryzen R5-3500U (2.10GHz, 4MB)/ Ram 8GB DDR4/ SSD 512GB/ AMD Radeon Graphics/ 14.0 inch FHD/ No FP/ 3Cell/ Win10SL/ 1Yr -AI Tech Store- AI137 Hàng Chính Hãng",AI Tech Store,Traditional Laptops
No Brand,-50%,Non-Mall,"₫283,914",No Ratings,"₫567,828",TẤM CHE NGUỒN LED RGB MICA LOGO CÁC HÃNG,qingsonww43d,2-in-1s
Dell,,Non-Mall,"₫31,990,000",No Ratings,,"NB  Dell Gaming G3 15 i7 10750H/16GB/512GB/15.6""FHD",Shop Computer Thành Nhân,Gaming Laptops
Dell,-24%,Non-Mall,"₫24,290,000",No Ratings,"₫31,830,000","[Freeship] Laptop Dell Inspiron 3501 (70234075)/ Black/ Intel Core i7-1165G7 (up to 4.70 Ghz, 12 MB)/ RAM 8GB DDR4/ 512GB SSD/ Nvidia Geforce MX330 2GB/ 15.6 inch FHD/ 3 Cell 42 Whr/ Win 10H/ 1 Yr -AI Tech Store- AI139 Hàng Chính Hãng",AI Tech Store,Traditional Laptops
No Brand,,Non-Mall,"₫31,990,000",No Ratings,,"NB Dell Gaming G3 15 i7 10750H/16GB/512GB/15.6""FHD",Shop Computer Thành Nhân,Traditional Laptops
HP,-24%,Non-Mall,"₫17,290,000",No Ratings,"₫22,607,000","[Freeship] Laptop HP 240 G8 14inch FHD (3D0E1PA)/ Core i5-1135G7/ RAM 4GB DDR4/ 256GB SSD/ 3 Cell 41 Whrs/ Win 10SL/ 1 Yr/ Silver -AI Tech Store- AI101 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế Đồ Họa, Gaming",AI Tech Store,Traditional Laptops
Lenovo,-23%,Non-Mall,"₫26,990,000",No Ratings,"₫35,087,000","[Freeship] Laptop Lenovo Yoga Slim 7 14ITL05 14inch FHD (82A3004FVN)/ Dark Moss/ Core i7-1165G7/ RAM 8GB DDR4/ 512GB SSD/ 4 Cell/ Win 10H/ 2 Years -AI Tech Store- AI116 Hàng Chính Hãng, Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
HP,-25%,Non-Mall,"₫13,590,000",No Ratings,"₫18,187,000","[Freeship] Laptop HP 340s G7 14.0inch HD (240Q3PA)/ Intel Core i3-1005G1/ Ram 4GB DDR4/ SSD 256GB/  FP/ 3Cell/ Win 10/ 1Yr/ Grey -AI Tech Store- AI99 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế Đồ Họa, Gaming",AI Tech Store,Traditional Laptops
Dell,-24%,Non-Mall,"₫24,390,000",No Ratings,"₫31,967,000","[Freeship] Laptop Dell Vostro 3500 15.6inch FHD (7G3982)/ Core i7-1165G7/ RAM 8GB DDR4/ 512GB SSD/ BT4/3 Cell 42 Whr/ Win 10SL/ 1 Yr/ Black -AI Tech Store- AI108 Hàng Chính Hãng, Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
No Brand,-0.4%,Non-Mall,"₫22,900,000",No Ratings,"₫23,000,000",Laptop HP ProBook 430 G8 (2H0N8PA) (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 13.3' FHD | Win 10),Laptop secondhand uy tín,Traditional Laptops
Dell,-24%,Non-Mall,"₫21,090,000",No Ratings,"₫27,677,000","[Freeship] Laptop Dell Latitude 3420 14inch HD (L3420I5SSD)/ Core i5-1135G7/ RAM 8GB DDR4/ 256GB SSD/ 3 Cell/ Fedora/ 1 Yr/ Black -AI Tech Store- AI110 Hàng Chính Hãng, Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
Dell,-23%,Non-Mall,"₫17,290,000",No Ratings,"₫22,477,000","[Freeship] Laptop Dell Latitude 3420 14inch HD (L3420I3SSD)/ Core i3-1115G4/ RAM 8GB DDR4/ 256GB SSD/ 3 Cell/ Fedora/ 1 Yr/ Black -AI Tech Store- AI109 Hàng Chính Hãng, Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
Dell,-25%,Non-Mall,"₫23,990,000",No Ratings,"₫31,837,000","[Freeship] Laptop Dell Vostro 3400 14inch FHD (V4I7015W)/ Core i7 - 1165G7/ RAM 8GB DDR4/ 512GB SSD/3 Cell 42 Whr/ Win 10/ 1 Yr Pro Support/ Black -AI Tech Store- AI104 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
No Brand,,Non-Mall,"₫27,000,000",No Ratings,,Laptop Dell G5 15 5505 R5-4600H,Shop Computer Thành Nhân,Traditional Laptops
HP,-16%,Non-Mall,"₫32,290,000",No Ratings,"₫38,489,000","[Freeship] Laptop HP Elitebook 840 G8/14.0 inch FHD(3G0Z5PA)/Intel Core i5-1135G7 (up to 4.20 Ghz,8 MB)/8GB DDR4/256GB SSD/Intel Iris Xe Graphics/AG/3Cell/Win 10 Pro/3ys -AI Tech Store- AI41 Hàng Chính Hãng, Bảo Hành 3 Năm",AI Tech Store,Traditional Laptops
Dell,-24%,Non-Mall,"₫20,390,000",No Ratings,"₫26,767,000","[Freeship] Laptop Dell Vostro 3500 15.6inch FHD (7G3981)/ Core i5-1135G7/ RAM 8GB DDR4/ 256GB SSD/ BT/3 Cell 42 Whr/ Win 10SL/ 1 Yr/ Black -AI Tech Store- AI107 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
ACER,-24%,Non-Mall,"₫13,390,000",No Ratings,"₫17,537,000","[Freeship] Laptop Acer Aspire A315-57G-31YD 15.6inch FHD (NX.HZRSV.008)/ Core i3-1005G1/ RAM 4GB Onboard/ 256GB SSD/ 3 Cell/ Win 10H/ 1 Yr/ Black -AI Tech Store- AI113 Hàng Chính Hãng, Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế",AI Tech Store,Traditional Laptops
Dell,-9%,Non-Mall,"₫23,290,000",No Ratings,"₫25,619,000","[Freeship] Laptop Dell Vostro 3510A 15.6inch FHD (P112F002ABL)/ Black/ Intel Core i5-1135G7 (up to 4.2Ghz, 8MB)/ RAM 8GB DDR4/ 512GB SSD/ Nvidia MX350 2GB GDDR5/ Win 10H -AI Tech Store- AI40 Hàng Chính Hãng, Bảo Hành 2 Năm",AI Tech Store,Traditional Laptops
Lenovo,,Non-Mall,"₫2,968,000",No Ratings,,Laptop 2 trong 1 Lenovo Miix 2 10 inch WIN 8.1 - SSD 64G Kèm phím zin,TheLinhStore,2-in-1s
Toshiba,,Non-Mall,"₫3,488,000",1 Ratings,,Laptop Toshiba Portege R731 siêu mỏng nhẹ - i5 2520 Ram 4G SSD 128G,TheLinhStore,Traditional Laptops
Dell,-12%,Non-Mall,"₫4,850,000",8 Ratings,"₫5,500,000",[Trả góp 0%]Laptop 2 trong 1 kiêm máy tính bảng Dell Venue 11pro 7140 Core M-5Y71 4gb Ram 128gb SSD 11inch Full HD,KHOA DUC COMPUTER,2-in-1s
ACER,-6%,Non-Mall,"₫17,000,000",1 Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 SF314-42, Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, RAM 8G, SSD 512G, VGA AMD Vega 7, Màn 14 FullHD IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
HP,-37%,Non-Mall,"₫7,600,000",1 Ratings,"₫12,000,000","HP EliteBook 840 G1 (i5-4300U 8G, 256G, 14IN HD)",LAPTOPGAME,Traditional Laptops
HP,,Mall,"₫17,590,000",No Ratings,,Laptop HP 240 G8 (518W3PA) i5-1135G7 | 4GB RAM | 512GB SSD | 14 FHD | Win 10 | Bạc,HP Authorized Store 1D,Traditional Laptops
No Brand,,Non-Mall,"₫1,499,999",12 Ratings,,laptop cũ,Phụ kiện laptopDN,Traditional Laptops
Dell,,Non-Mall,"₫15,890,000",No Ratings,,[Siêu Phẩm - Sang Choảnh] Laptop Dell inspiron 7580 Core i5 8365U/ Ram 16Gb/ Card đồ họa rời Nvidia MX150 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
HP,-38%,Non-Mall,"₫5,590,000",63 Ratings,"₫9,000,000",[Trả góp 0%]Laptop game và đồ họa giá tốt- HP Pobook 6560B Core i5 2450M/ Ram 16G/ SSD 256G+ HDD 1TB/ VGA HD 3000/ Màn 15.6 inch/ Có Phím Số/ Vỏ nhôm / Dòng máy bền bỉ/ Loa to,LAPTOPGAME,Traditional Laptops
HP,,Non-Mall,"₫12,990,000",No Ratings,,[Hàng Like New] Laptop HP Pavilion 15-CC137TX Core i5 -8250U/ Ram 8Gb/ SSD 256Gb/ Card đồ họa rời Nvidia GT940MX .,Việt Thanh OneShop,Gaming Laptops
HP,-11%,Non-Mall,"₫8,500,000",No Ratings,"₫9,500,000",Laptop máy trạm chuyên Game đồ họa HP 8560w i7 2720QM 8 nhân Ram 16G SSD 120G + HDD 750G Màn hình 15.6in FHD,PHUGIAPHATCOMPUTER,Traditional Laptops
Lenovo,,Non-Mall,"₫5,430,000",11 Ratings,,Laptop Lenovo Thinkpad X240 i5-4300U Màn 12 inch nhỏ gọn siêu bền,Lap top Kiên Long,Traditional Laptops
Dell,,Non-Mall,"₫17,990,000",No Ratings,,Dell Inspiron 5402 i5-1135G7/ RAM 8GB/ SSD 512GB/ Intel Iris Xe Graphics/ 14 inch,No.1 Computer,Traditional Laptops
No Brand,-30%,Non-Mall,"₫4,690,000",1 Ratings,"₫6,690,000",Laptop Dell Latitude E6520 Core i5 2520 /4G/ SSD 120G/ VGA HD/Màn 15.6inch - Hàng nhập khẩu,Laptop 86,Traditional Laptops
HP,,Mall,"₫18,190,000",No Ratings,,Laptop HP 240 G8 (3D3H7PA) i5-1135G7 | 8GB RAM | 512GB SSD | 14.0 FHD | BẠC | WIN 10,HP Authorized Store 1D,Traditional Laptops
HP,-28%,Non-Mall,"₫6,500,000",No Ratings,"₫8,990,000",Laptop HP Elitebook 840 G3 màn hình 14. bàn phím kế số kế toán,Rẻ Thế À.,Traditional Laptops
ASUS,,Non-Mall,"₫10,290,000",No Ratings,,"[Siêu Phẩm - Cao Cấp] Laptop Asus Zenbook UX303F Core i5 4210U/ Ram 8Gb/ SSD 512Gb/ siêu mỏng nhẹ , sang choảnh .",Việt Thanh OneShop,Traditional Laptops
Dell,-12%,Non-Mall,"₫17,700,000",No Ratings,"₫20,000,000","(NEW 100%) Dell Inspiron 3501, Cảm Ứng, i5-1035G1, RAM 12G, SSD 256G, Intel UHD Graphics, Màn 15.6 Full HD",LaptopLC298,Traditional Laptops
Dell,,Non-Mall,"₫24,000,000",No Ratings,,"Dell XPS 13 9305 (i5-1135G7, RAM 8GB, SSD 256GB, FHD)",ALO,Traditional Laptops
ASUS,-12%,Non-Mall,"₫11,490,000",No Ratings,"₫13,000,000",[Mới 100%] ASUS VivoBook X413JA (I3-1005G1/4GB/128GB SSD/14.0 FHD IPS,LAPTOPGAME,Traditional Laptops
Laptop HP,,Non-Mall,"₫6,880,000",No Ratings,,"Llaptop nhập nguyên chiếc từ Úc]HP Elitebook 8470P/I7/8GB/128GB 95%, máy nguyên bản bao mượt",Mtbstore,Traditional Laptops
ACER,-11%,Non-Mall,"₫16,100,000",No Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 (SF314-42), Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, VGA AMD Vega 7, Màn 14 FullHD IPS",LaptopLC298,Traditional Laptops
OEM,,Non-Mall,"₫10,499,000",No Ratings,,[HCM]Laptop HP Elitbook 850 G3 Màn 15.6in,ThànhNhân Computer,Traditional Laptops
Dell,-27%,Non-Mall,"₫13,800,000",5 Ratings,"₫19,000,000",[Trả góp 0%]Dell 7560 - siêu sang quá đẹp bản víp vga rời Core i7 7500U Core i5 7200Uram 16G ssd 128+hdd 500g VGA GT940MX  Màn 15.6IN FHD tràn Viền 1920*1080 IPS,LAPTOPGAME,Gaming Laptops
Dell,,Non-Mall,"₫13,590,000",No Ratings,,[Uy Tín - Chất Lượng] Dell inspiron 5468 Core i7 7500U/ Ram 16Gb/ Card đồ họa rời Radeon R7 M340 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
Dell,,Non-Mall,"₫24,500,000",No Ratings,,DELL XPS 13 9300 Core i7-1065G7 l i5-1035G1 l RAM 16GB l SSD 256GB l Màn 13 inch [BẢO HÀNH 3 - 12 THÁNG]  Hàng Mới 99%,Kho Macbook,Traditional Laptops
No Brand,-4%,Non-Mall,"₫6,700,000",2 Ratings,"₫7,000,000","Mini laptop 7 inch compact camera, high profile đủ jewelry work, leisure",GPD VIỆT NAM,Traditional Laptops
Dell,-25%,Non-Mall,"₫15,590,000",No Ratings,"₫20,657,000","[Freeship] Laptop Dell Inspiron 3511A 15.6inch FHD (P112F001ABL)/Core i3-1115G4/ RAm 4GB DDR4/ 256GB SSD/ Win 10/ 1Yr/ Black -AI Tech Store- AI97 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế Đồ Họa, Gaming",AI Tech Store,Traditional Laptops
Lenovo,-7%,Non-Mall,"₫18,500,000",No Ratings,"₫19,890,000",Laptop Lenovo ThinkBook 15 G2 ITL (20VE006WVN) (i5-1135G7 | 8GB | 512GB SSD | Intel Iris Xe Graphics | 15.6' FHD | DOS),Hangchinhhieu Store,Traditional Laptops
Dell,-2%,Non-Mall,"₫19,990,000",No Ratings,"₫20,500,000",[Mới 100%] Dell Inspiron 15 5510 Model 2021 ( CORE I5 11300H – RAM 8GB – SSD 256GB – 15.6INCH ),Thế Giới Số 365,Traditional Laptops
Dell,-16%,Non-Mall,"₫18,390,000",1 Ratings,"₫22,000,000","[Mới 100%] Dell Inspiron 15 5515 Ryzen 5-5500U, 8GB, 256GB, Radeon Graphics, 15.6'' FHD",LAPTOPGAME,Traditional Laptops
ACER,,Non-Mall,"₫6,500,000",No Ratings,,[HCM][Trả góp 0%]Laptop Acer Aspire A315-51/ i3 6006U/ 4G/ SSD128 - 500G/ Win 10/ Siêu mỏng/ Giá rẻ,Minh Mẫn Laptop,Traditional Laptops
Lenovo,-13%,Non-Mall,"₫13,100,000",No Ratings,"₫15,000,000","Lenovo Thinkpad X1 Carbon Gen4, Mỏng Nhẹ, Màn Siêu Nét, Bảo Mật Vân Tay, i5-6300U, RAM 8G, SSD 256G, VGA Intel HD 520, Màn 14 QHD 2.5K IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
Dell E7440,-16%,Non-Mall,"₫6,299,000",No Ratings,"₫7,500,000",Laptop dell 7240 i5 ram 8gb ssd 128gb chơi game và học tập thỏa thích good 100% zin all,Ntech Electronic,2-in-1s
Dell,-7%,Non-Mall,"₫9,300,000",3 Ratings,"₫10,000,000",[Trả góp 0%]Laptop máy trạm Dell Precision M4700 Core i7-3740QM / 8gb Ram / 128gb SSD / VGA Quadro K1000M / 15.6 Full HD,KHOA DUC COMPUTER,Gaming Laptops
Dell,-9%,Non-Mall,"₫8,990,000",No Ratings,"₫9,900,000",LAPTOP DELL LATITUDE E6440 I7 RAM 8G SSD 128G-CẤU HÌNH MẠNH LÀM ĐỒ HỌA TỐT,PHUGIAPHATCOMPUTER,Traditional Laptops
Dell,,Non-Mall,"₫18,500,000",No Ratings,,"[Mới 100%] Dell Inspiron 14 5405 ( Ryzen R5-4500U, RAM 8G, SSD 512G, VGA AMD Vega 6, màn 14 Full HD, IPS)",Thế Giới Số 365,Traditional Laptops
ASUS,-12%,Non-Mall,"₫19,399,000",No Ratings,"₫22,000,000","(MỚI 100%) Asus Zenbook 14 Q408UG, Lập Trình Đồ Họa Siêu Mạnh, Chip 12 Luồng, Card Rời, Ryzen R5-5500U, RAM 8G, SSD 256G, VGA NVIDIA MX450-2G, Màn 14 FullHD IPS, 100% sRGB",Trí Cường Mobile,Traditional Laptops
Lenovo,,Non-Mall,"₫2,968,000",No Ratings,,Laptop 2 trong 1 Lenovo Miix 2 10 inch WIN 8.1 - SSD 64G Kèm phím zin,TheLinhStore,2-in-1s
Toshiba,,Non-Mall,"₫3,488,000",1 Ratings,,Laptop Toshiba Portege R731 siêu mỏng nhẹ - i5 2520 Ram 4G SSD 128G,TheLinhStore,Traditional Laptops
Dell,-12%,Non-Mall,"₫4,850,000",8 Ratings,"₫5,500,000",[Trả góp 0%]Laptop 2 trong 1 kiêm máy tính bảng Dell Venue 11pro 7140 Core M-5Y71 4gb Ram 128gb SSD 11inch Full HD,KHOA DUC COMPUTER,2-in-1s
No Brand,,Non-Mall,"₫1,499,999",12 Ratings,,laptop cũ,Phụ kiện laptopDN,Traditional Laptops
ACER,-6%,Non-Mall,"₫17,000,000",1 Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 SF314-42, Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, RAM 8G, SSD 512G, VGA AMD Vega 7, Màn 14 FullHD IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
HP,,Non-Mall,"₫12,990,000",No Ratings,,[Hàng Like New] Laptop HP Pavilion 15-CC137TX Core i5 -8250U/ Ram 8Gb/ SSD 256Gb/ Card đồ họa rời Nvidia GT940MX .,Việt Thanh OneShop,Gaming Laptops
ASUS,,Non-Mall,"₫7,990,000",No Ratings,,Laptop Asus X507/ N5000/ 4G/ SSD128 -500G/ 15in/ Viền Mỏng/ Win 10/ Giá rẻ,Minh Mẫn Laptop,Traditional Laptops
Dell,,Non-Mall,"₫1,289,981",No Ratings,,Laptop giá rẻ. Laptop cũ. laptop DELL Vostro 1400,NamThanhShopTH,Traditional Laptops
Panasonic,,Non-Mall,"₫2,288,000",15 Ratings,,Laptop Panasonic CF-S9 S10 12.5 inch - Core i5 Có HDMI,TheLinhStore,Traditional Laptops
Microsoft,,Non-Mall,"₫3,788,000",No Ratings,,Laptop 2 trong 1 Surface Pro 1 màn 10 inch Full HD - i5 3317U ram 4G SSD 128G,TheLinhStore,2-in-1s
HP,-11%,Non-Mall,"₫8,500,000",No Ratings,"₫9,500,000",Laptop máy trạm chuyên Game đồ họa HP 8560w i7 2720QM 8 nhân Ram 16G SSD 120G + HDD 750G Màn hình 15.6in FHD,PHUGIAPHATCOMPUTER,Traditional Laptops
Dell,,Non-Mall,"₫15,890,000",No Ratings,,[Siêu Phẩm - Sang Choảnh] Laptop Dell inspiron 7580 Core i5 8365U/ Ram 16Gb/ Card đồ họa rời Nvidia MX150 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
Toshiba,-21%,Non-Mall,"₫3,180,000",62 Ratings,"₫4,050,000","[Drain storage 3 days] Toshiba Dynabook R731 (Portege R830) old laptop, laptop i5 strong, old laptop teaching online, laptop school online learning online cheap, ổ new SSD for quick processing speed, weight lighter machine",LAJAPA- Laptop Nhật Bản,Traditional Laptops
HP,-38%,Non-Mall,"₫5,590,000",66 Ratings,"₫9,000,000",[Trả góp 0%]Laptop game+đồ họa -HP 6560B Core i5 2450M/ Ram 16G/ SSD 256G+ HDD 1TB/ Màn 15 inch Vỏ Nhôm) DÒNG MÁY BỀN BỈ CHẠY 24/24,LAPTOPGAME,Gaming Laptops
Dell,,Non-Mall,"₫12,900,000",No Ratings,,DELL XPS 13 9350 Core i7-6600u l i5-6300u l RAM 16GB l SSD 256GB l Màn 13 inch 3K Touch [BẢO HÀNH 3 - 12 THÁNG]  Mới 99%,Kho Macbook,Traditional Laptops
Dell,-17%,Non-Mall,"₫17,500,000",2 Ratings,"₫21,000,000",[Trả góp 0%]Dell Precision M5510 - tuyệt phẩm đồ họa siêu mỏng nhẹ - dòng siêu cao cấp hạng siêu sang utrabook víp,LAPTOPGAME,Gaming Laptops
No Brand,-30%,Non-Mall,"₫4,690,000",1 Ratings,"₫6,690,000",Laptop Dell Latitude E6520 Core i5 2520 /4G/ SSD 120G/ VGA HD/Màn 15.6inch - Hàng nhập khẩu,Laptop 86,Traditional Laptops
HP,,Mall,"₫17,590,000",No Ratings,,Laptop HP 240 G8 (518W3PA) i5-1135G7 | 4GB RAM | 512GB SSD | 14 FHD | Win 10 | Bạc,HP Authorized Store 1D,Traditional Laptops
HP,,Non-Mall,"₫27,900,000",No Ratings,,[HCM][Trả góp 0%]Laptop HP Spectre X360 13-ap0013dx/  i7 8565U/ 8G/ SSD256/ Full HD/ TOUCH/ Xoay 360 độ/ Finer,Minh Mẫn Laptop,Traditional Laptops
Dell,,Non-Mall,"₫17,990,000",No Ratings,,Dell Inspiron 5402 i5-1135G7/ RAM 8GB/ SSD 512GB/ Intel Iris Xe Graphics/ 14 inch,No.1 Computer,Traditional Laptops
Dell,-12%,Non-Mall,"₫17,700,000",No Ratings,"₫20,000,000","(NEW 100%) Dell Inspiron 3501, Cảm Ứng, i5-1035G1, RAM 12G, SSD 256G, Intel UHD Graphics, Màn 15.6 Full HD",LaptopLC298,Traditional Laptops
HP,,Mall,"₫18,190,000",No Ratings,,Laptop HP 240 G8 (3D3H7PA) i5-1135G7 | 8GB RAM | 512GB SSD | 14.0 FHD | BẠC | WIN 10,HP Authorized Store 1D,Traditional Laptops
ASUS,-12%,Non-Mall,"₫11,490,000",No Ratings,"₫13,000,000",[Mới 100%] ASUS VivoBook X413JA (I3-1005G1/4GB/128GB SSD/14.0 FHD IPS,LAPTOPGAME,Traditional Laptops
OEM,,Non-Mall,"₫6,499,000",No Ratings,,[HCM]Bán Laptop Lenovo ThinkPad X240 siêu mỏng..!,ThànhNhân Computer,Traditional Laptops
Lenovo,,Non-Mall,"₫5,430,000",11 Ratings,,Laptop Lenovo Thinkpad X240 i5-4300U Màn 12 inch nhỏ gọn siêu bền,Lap top Kiên Long,Traditional Laptops
ASUS,,Non-Mall,"₫10,290,000",No Ratings,,"[Siêu Phẩm - Cao Cấp] Laptop Asus Zenbook UX303F Core i5 4210U/ Ram 8Gb/ SSD 512Gb/ siêu mỏng nhẹ , sang choảnh .",Việt Thanh OneShop,Traditional Laptops
Laptop HP,,Non-Mall,"₫6,880,000",No Ratings,,"Llaptop nhập nguyên chiếc từ Úc]HP Elitebook 8470P/I7/8GB/128GB 95%, máy nguyên bản bao mượt",Mtbstore,Traditional Laptops
Samsung,,Non-Mall,"₫1,988,000",No Ratings,,Laptop 2 trong 1 Samsung XE500 màn 11.6 inch kèm bút - ram 2G 64G,TheLinhStore,2-in-1s
ACER,-11%,Non-Mall,"₫16,100,000",No Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 (SF314-42), Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, VGA AMD Vega 7, Màn 14 FullHD IPS",LaptopLC298,Traditional Laptops
OEM,,Non-Mall,"₫10,499,000",No Ratings,,[HCM]Laptop HP Elitbook 850 G3 Màn 15.6in,ThànhNhân Computer,Traditional Laptops
Dell,,Non-Mall,"₫11,490,000",No Ratings,,[Trả góp 0%][ Siêu Khủng ] Dell Gaming 7466 Core i5 6300HQ/ Ram 16Gb/ Card đồ họa rời Nvidia GTX950M mạnh mẽ .,Việt Thanh OneShop,Gaming Laptops
Lenovo,-7%,Non-Mall,"₫18,500,000",No Ratings,"₫19,890,000",Laptop Lenovo ThinkBook 15 G2 ITL (20VE006WVN) (i5-1135G7 | 8GB | 512GB SSD | Intel Iris Xe Graphics | 15.6' FHD | DOS),Hangchinhhieu Store,Traditional Laptops
Dell,-27%,Non-Mall,"₫13,800,000",5 Ratings,"₫19,000,000",[Trả góp 0%]Dell 7560 - siêu sang quá đẹp bản víp vga rời Core i7 7500U Core i5 7200Uram 16G ssd 128+hdd 500g VGA GT940MX  Màn 15.6IN FHD tràn Viền 1920*1080 IPS,LAPTOPGAME,Gaming Laptops
Dell,-8%,Non-Mall,"₫13,800,000",18 Ratings,"₫15,000,000",[Trả góp 0%]laptop gaming Dell 7559 - khủng game Core i5 6300HQram 16g ssd 256+ hdd 1tb VGA GTX 960 4GB 15.6 inch FHD 1920*1080,LAPTOPGAME,Gaming Laptops
No Brand,-4%,Non-Mall,"₫6,700,000",2 Ratings,"₫7,000,000","Mini laptop 7 inch compact camera, high profile đủ jewelry work, leisure",GPD VIỆT NAM,Traditional Laptops
ACER,,Non-Mall,"₫18,900,000",No Ratings,,[HCM][Trả góp 0%]Laptop Gaming Acer Nitro 5 AN515-52 i7 8750HQ 8G SSD128+1000G Vga GTX1050TI 4G Full HD Đèn phím Giá rẻ,Minh Mẫn Laptop,Traditional Laptops
